amie,nom_institucion_educativa,te_fin,nom_estado_ie,nom_sostenimiento,oferta_1,oferta_2,oferta_3,oferta_4,nom_lengua,regimen,jurisdiccion,da_zona,da_dist,nom_distrito,dpa_parroq,dpa_despar,dpa_canton,dpa_descan,dpa_provin,dpa_despro,dpa_anio,txt,dpa_cab
14H00688,U ED DR CAMILO GALLEGOS DOMINGUEZ EXTENSION MENDEZ,EXTENSIÓN,ACTIVA,FISCOMISIONAL,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,140550,SANTIAGO DE MÉNDEZ,1405,SANTIAGO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00649,U ED DR CAMILO GALLEGOS DOMINGUEZ EXTENSION GENERAL PLAZA,EXTENSIÓN,ACTIVA,FISCOMISIONAL,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,140350,GENERAL LEONIDAS PLAZA GUTIÉRREZ,1403,LIMÓN INDANZA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00641,U ED DR CAMILO GALLEGOS DOMINGUEZ EXTENSION HUAMBOYA,EXTENSIÓN,ACTIVA,FISCOMISIONAL,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140750,HUAMBOYA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00631,U ED DR CAMILO GALLEGOS DOMINGUEZ EXTENSION GUALAQUIZA,EXTENSIÓN,ACTIVA,FISCOMISIONAL,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140201,GUALAQUIZA,1402,GUALAQUIZA,14,MORONA SANTIAGO,2023,PARROQUIA URBANA,140250.0
14H00619,ESCUELA DE EDUCACIÓN BÁSICA 31 DE ENERO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141251,SAN JOSÉ DE MORONA,1412,TIWINTZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00597,ESCUELA DE EDUCACIÓN BÁSICA 4 DE SEPTIEMBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,140356,SAN MIGUEL DE CONCHAY,1403,LIMÓN INDANZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00595,ESCUELA DE EDUCACIÓN BÁSICA 15 DE OCTUBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140652,HUAMBI,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00594,ESCUELA DE EDUCACION BASICA MIGUEL ANGEL MASHANDA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D01,MORONA,140157,SEVILLA DON BOSCO,1401,MORONA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00590,ESCUELA DE EDUCACION BASICA 19 DE MARZO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140455,16 DE AGOSTO,1404,PALORA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00587,ESCUELA DE EDUCACIÓN BÁSICA 2 DE DICIEMBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140850,SAN JUAN BOSCO,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00583,ESCUELA DE EDUCACIÓN BÁSICA SAN JUAN,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141250,SANTIAGO,1412,TIWINTZA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00565,UNIDAD EDUCATIVA PARTICULAR TIWINTSA,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D01,MORONA,140150,MACAS,1401,MORONA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00554,ESCUELA DE EDUCACIÓN BÁSICA ALFONSO TZAMARENDIA CHIRIAPA TZAPIQUI,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D01,MORONA,140157,SEVILLA DON BOSCO,1401,MORONA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00553,ESCUELA DE EDUCACION BASICA DR ROBERTO VILLAREAL VILLAREAL,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,SHUAR CHICHAM,SIERRA,INTERCULTURAL,6,14D01,MORONA,140158,SINAÍ,1401,MORONA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00547,ESCUELA DE EDUCACION BASICA 22 DE DICIEMBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140455,16 DE AGOSTO,1404,PALORA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00545,"ESCUELA DE EDUCACIÓN BÁSICA ""LUIS ANTONIO CHIRIAP""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D05,TAISHA,140952,MACUMA,1409,TAISHA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00523,ESCUELA DE EDUCACION BASICA EDEN DE LA AMAZONIA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140454,SANGAY,1404,PALORA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00517,ESCUELA DE EDUCACION BASICA JUAN BOSCO JULIO JARAMILLO MERINO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D01,MORONA,140157,SEVILLA DON BOSCO,1401,MORONA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00499,ESCUELA DE EDUCACION BASICA SAN ANTONIO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140751,CHIGUAZA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00498,UNIDAD EDUCATIVA PCEI PARTICULAR SULTANA DEL ORIENTE,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D01,MORONA,140150,MACAS,1401,MORONA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00479,ESCUELA DE EDUCACIÓN BÁSICA SAN MIGUEL,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141251,SAN JOSÉ DE MORONA,1412,TIWINTZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00475,ESCUELA DE EDUCACIÓN BÁSICA 24 DE JULIO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,140357,SANTA SUSANA DE CHIVIAZA,1403,LIMÓN INDANZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00474,COLEGIO DE BACHILLERATO GUALAQUIZA,MATRIZ,ACTIVA,MUNICIPAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140201,GUALAQUIZA,1402,GUALAQUIZA,14,MORONA SANTIAGO,2023,PARROQUIA URBANA,140250.0
14H00472,ESCUELA DE EDUCACIÓN BÁSICA MIRADOR AMAZONICO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141251,SAN JOSÉ DE MORONA,1412,TIWINTZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00469,ESCUELA DE EDUCACIÓN BÁSICA SOR MARIA TRONCATI,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D05,TAISHA,140953,TUUTINENTSA,1409,TAISHA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00465,ESCUELA DE EDUCACIÓN BÁSICA LUZ DE SELVA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141251,SAN JOSÉ DE MORONA,1412,TIWINTZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00464,ESCUELA DE EDUCACIÓN BÁSICA AMAZÓNICO 25 DE JUNIO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141251,SAN JOSÉ DE MORONA,1412,TIWINTZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00463,UNIDAD EDUCATIVA REAL AUDIENCIA DE QUITO,ESTABLECIMIENTO,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141251,SAN JOSÉ DE MORONA,1412,TIWINTZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00463,UNIDAD EDUCATIVA REAL AUDIENCIA DE QUITO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141251,SAN JOSÉ DE MORONA,1412,TIWINTZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00462,ESCUELA DE EDUCACIÓN BÁSICA PUERTO MORONA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141251,SAN JOSÉ DE MORONA,1412,TIWINTZA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00455,ESCUELA DE EDUCACIÓN BÁSICA TIWINTZA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141250,SANTIAGO,1412,TIWINTZA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00454,ESCUELA DE EDUCACIÓN BÁSICA 1 DE MARZO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,141250,SANTIAGO,1412,TIWINTZA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00453,UNIDAD EDUCATIVA 12 DE FEBRERO,ESTABLECIMIENTO,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,141150,PABLO SEXTO,1411,PABLO SEXTO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00453,UNIDAD EDUCATIVA 12 DE FEBRERO,ESTABLECIMIENTO,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,141150,PABLO SEXTO,1411,PABLO SEXTO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00453,UNIDAD EDUCATIVA 12 DE FEBRERO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,141150,PABLO SEXTO,1411,PABLO SEXTO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00449,ESCUELA DE EDUCACIÓN BÁSICA “30 DE ENERO”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,141150,PABLO SEXTO,1411,PABLO SEXTO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00447,"ESCUELA DE EDUCACIÓN BÁSICA ""25 DE DICIEMBRE""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,141150,PABLO SEXTO,1411,PABLO SEXTO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00446,ESCUELA DE EDUCACIÓN BÁSICA LUIS MADERO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,141052,SHIMPIS,1410,LOGROÑO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00445,UNIDAD EDUCATIVA 5 DE SEPTIEMBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,141052,SHIMPIS,1410,LOGROÑO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00444,ESCUELA DE EDUCACIÓN BÁSICA JAIME HURTADO GONZALEZ,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,141052,SHIMPIS,1410,LOGROÑO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00440,ESCUELA DE EDUCACIÓN BÁSICA CARLOS ALFONSO TSEREMP,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D06,LIMON INDANZA - SANTIAGO - TIWINTZA,140556,TAYUZA,1405,SANTIAGO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00438,UNIDAD EDUCATIVA LOGROÑO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,141050,LOGROÑO,1410,LOGROÑO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00425,"ESCUELA DE EDUCACIÓN BÁSICA ""GENERAL PROAÑO""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D05,TAISHA,140950,TAISHA,1409,TAISHA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00424,"ESCUELA DE EDUCACIÓN BÁSICA ""LOMA LINDA""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D05,TAISHA,140950,TAISHA,1409,TAISHA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00422,ESCUELA DE EDUCACIÓN BÁSICA MIGUEL NAVAS,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D05,TAISHA,140950,TAISHA,1409,TAISHA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00421,UNIDAD EDUCATIVA TAISHA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D05,TAISHA,140950,TAISHA,1409,TAISHA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00420,"ESCUELA DE EDUCACIÓN BÁSICA ""LUZ DE AMÉRICA""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D05,TAISHA,140950,TAISHA,1409,TAISHA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00415,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL JUAN PIO MONTUFAR,MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140854,SANTIAGO DE PANANZA,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00414,ESCUELA DE EDUCACIÓN BÁSICA 27 DE NOVIEMBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140854,SANTIAGO DE PANANZA,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00413,ESCUELA DE EDUCACIÓN BÁSICA ESTADOS UNIDOS,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140854,SANTIAGO DE PANANZA,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00411,ESCUELA DE EDUCACIÓN BÁSICA VICENTE ROCAFUERTE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140853,SAN JACINTO DE WAKAMBEIS,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00410,ESCUELA DE EDUCACIÓN BÁSICA CENTINELA DEL ZAMORA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140854,SANTIAGO DE PANANZA,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00409,ESCUELA DE EDUCACIÓN BÁSICA NELSON SALVADOR PADILLA GONZALEZ,MATRIZ,ACTIVA,MUNICIPAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140852,SAN CARLOS DE LIMÓN,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00408,ESCUELA DE EDUCACIÓN BÁSICA JOSE JOAQUIN DE OLMEDO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140852,SAN CARLOS DE LIMÓN,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00407,ESCUELA DE EDUCACIÓN BÁSICA MANUEL SEBASTIÁN RODRÍGUEZ SALINAS,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140852,SAN CARLOS DE LIMÓN,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00406,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL 6 DE DICIEMBRE,MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140851,PAN DE AZÚCAR,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00403,ESCUELA DE EDUCACIÓN BÁSICA PORTETE DE TARQUI,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140850,SAN JUAN BOSCO,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00400,UNIDAD EDUCATIVA FISCOMISIONAL PROFESOR POLIVIO SAQUICELA,MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140850,SAN JUAN BOSCO,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00398,UNIDAD EDUCATIVA DELIA CARMEN VÁSQUEZ,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140850,SAN JUAN BOSCO,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00395,ESCUELA DE EDUCACIÓN BÁSICA 27 DE OCTUBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140850,SAN JUAN BOSCO,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00394,UNIDAD EDUCATIVA NUEVA GENERACIÓN,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D04,GUALAQUIZA - SAN JUAN BOSCO,140850,SAN JUAN BOSCO,1408,SAN JUAN BOSCO,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00391,UNIDAD EDUCATIVA PAQUISHA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140751,CHIGUAZA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00389,ESCUELA DE EDUCACION BASICA MANUEL ELICIO MANCHENO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140751,CHIGUAZA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00386,ESCUELA DE EDUCACION BASICA RIO SHANGAIME,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140751,CHIGUAZA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00383,ESCUELA DE EDUCACION BASICA DR ISIDRO AYORA CUEVA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140750,HUAMBOYA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00382,ESCUELA DE EDUCACIÓN BÁSICA METEKACH,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140750,HUAMBOYA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00377,UNIDAD EDUCATIVA HUAMBOYA,ESTABLECIMIENTO,ACTIVA,FISCAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140750,HUAMBOYA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00377,UNIDAD EDUCATIVA HUAMBOYA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D02,HUAMBOYA - PABLO SEXTO,140750,HUAMBOYA,1407,HUAMBOYA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
14H00375,ESCUELA DE EDUCACIÓN BÁSICA MANUELA CAÑIZARES,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140655,SANTA MARIANITA DE JESÚS,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00374,ESCUELA DE EDUCACIÓN BÁSICA ABEL CALDERÓN,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140651,ASUNCIÓN,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00372,ESCUELA DE EDUCACIÓN BÁSICA EUDOFILO ALVAREZ,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140652,HUAMBI,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00371,ESCUELA DE EDUCACIÓN BÁSICA GALO PLAZA LASSO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140652,HUAMBI,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00368,UNIDAD EDUCATIVA HUAMBI,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140652,HUAMBI,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00365,UNIDAD EDUCATIVA 13 DE ABRIL,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140652,HUAMBI,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00364,ESCUELA DE EDUCACIÓN BÁSICA 27 DE FEBRERO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140652,HUAMBI,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00359,ESCUELA DE EDUCACIÓN BÁSICA 4 DE OCTUBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140651,ASUNCIÓN,1406,SUCÚA,14,MORONA SANTIAGO,2023,PARROQUIA RURAL,
14H00355,ESCUELA DE EDUCACIÓN BÁSICA JORGE CARRERA ANDRADE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,14D03,SUC+A - LOGROÑO,140650,SUCÚA,1406,SUCÚA,14,MORONA SANTIAGO,2023,CABECERA CANTONAL,
