amie,nom_institucion_educativa,te_fin,nom_estado_ie,nom_sostenimiento,oferta_1,oferta_2,oferta_3,oferta_4,nom_lengua,regimen,jurisdiccion,da_zona,da_dist,nom_distrito,dpa_parroq,dpa_despar,dpa_canton,dpa_descan,dpa_provin,dpa_despro,dpa_anio,txt,dpa_cab
12H02625,UNIDAD EDUCATIVA “KRAAKER”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,12D01,BABAHOYO - BABA - MONTALVO,120101,CLEMENTE BAQUERIZO,1201,BABAHOYO,12,LOS RÍOS,2023,PARROQUIA URBANA,120150.0
12H02626,CENTRO DE EDUCACIÓN INICIAL HAPPY KIDS,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,12D03,QUEVEDO - MOCACHE,120501,QUEVEDO,1205,QUEVEDO,12,LOS RÍOS,2023,PARROQUIA URBANA,120550.0
17H04583,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “ECOPIKERITOS”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170115,KENNEDY,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04588,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “JOHN BOWLBY”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170117,LA CONCEPCIÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
01H02071,CENTRO DE EDUCACIÓN INICIAL CINCO SENTIDOS,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,6,01D02,CUENCA 2,10170,VALLE,101,CUENCA,1,AZUAY,2023,PARROQUIA RURAL,
09H06792,UNIDAD EDUCATIVA MATOVELLE,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,09D11,SIMON BOLIVAR - ALFREDO BAQUERIZO MORENO,92250,SIMÓN BOLÍVAR,922,SIMÓN BOLÍVAR,9,GUAYAS,2023,CABECERA CANTONAL,
07H01558,UNIDAD EDUCATIVA PARTICULAR ADLER ALFRED,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,7,07D02,MACHALA,70101,LA PROVIDENCIA,701,MACHALA,7,EL ORO,2023,PARROQUIA URBANA,70150.0
17H04586,UNIDAD EDUCATIVA PARTICULAR “DISCOVERY INTERNATIONAL SCHOOL”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170184,TUMBACO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
09H06794,UNIDAD EDUCATIVA PADRE JUAN PALOMINO MUÑOZ,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,09D12,NARANJAL - BALAO,91150,NARANJAL,911,NARANJAL,9,GUAYAS,2023,CABECERA CANTONAL,
09H06791,COLEGIO DE BACHILLERATO EDUNEMI,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,09D17,MILAGRO,91004,CORONEL ENRIQUE VALDEZ,910,MILAGRO,9,GUAYAS,2023,PARROQUIA URBANA,91050.0
09H06795,UNIDAD EDUCATIVA MERCEDES CALDERÓN,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D03,CENTRO,90101,AYACUCHO,901,GUAYAQUIL,9,GUAYAS,2023,PARROQUIA URBANA,90150.0
17H04576,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “SENDERITOS DE MIEL”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170126,QUITUMBE,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
16B00233,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA HATUN PLAYA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,16D01,PASTAZA - MERA - SANTA CLARA,160159,RÍO TIGRE,1601,PASTAZA,16,PASTAZA,2023,PARROQUIA RURAL,
16H00188,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE LAGUNA VERDE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL,3,16D01,PASTAZA - MERA - SANTA CLARA,160161,SARAYACU,1601,PASTAZA,16,PASTAZA,2023,PARROQUIA RURAL,
15H00097,UNIDAD EDUCATIVA NUMA POMPILLO LLONA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,2,15D01,TENA - ARCHIDONA - CARLOS JULIO AROSEMENA TOLA,150153,CHONTAPUNTA,1501,TENA,15,NAPO,2023,PARROQUIA RURAL,
15H00394,UNIDAD EDUCATIVA LA CARACOLA,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,2,15D01,TENA - ARCHIDONA - CARLOS JULIO AROSEMENA TOLA,150150,TENA,1501,TENA,15,NAPO,2023,CABECERA CANTONAL,
10H00815,"UNIDAD EDUCATIVA PCEI ""LIBERTAD""",MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,1,10D02,OTAVALO - ANTONIO ANTE,100252,SAN FRANCISCO DE NATABUELA,1002,ANTONIO ANTE,10,IMBABURA,2023,PARROQUIA RURAL,
10H00814,"CENTRO DE EDUCACIÓN INICIAL ""HUELLITAS""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,1,10D02,OTAVALO - ANTONIO ANTE,100202,ATUNTAQUI,1002,ANTONIO ANTE,10,IMBABURA,2023,PARROQUIA URBANA,100250.0
10H00816,UNIDAD EDUCATIVA PCEI “ATENEA”,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,1,10D02,OTAVALO - ANTONIO ANTE,100202,ATUNTAQUI,1002,ANTONIO ANTE,10,IMBABURA,2023,PARROQUIA URBANA,100250.0
17H04566,"UNIDAD EDUCATIVA ""VUELA ALTO""",MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,COSTA,INTERCULTURAL,2,17D11,MEJIA - RUMIÑAHUI,170501,SANGOLQUÍ,1705,RUMIÑAHUI,17,PICHINCHA,2023,PARROQUIA URBANA,170550.0
17H04580,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “ENTRE RISAS Y GARABATOS”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D03,LA DELICIA,170180,SAN ANTONIO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H04575,UNIDAD EDUCATIVA PARTICULAR “23 DE ABRIL”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170129,SAN ISIDRO DEL INCA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04585,UNIDAD EDUCATIVA PARTICULAR “ISM WEST”,ESTABLECIMIENTO,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D03,LA DELICIA,170102,CARCELÉN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04585,UNIDAD EDUCATIVA PARTICULAR “ISM WEST”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D03,LA DELICIA,170102,CARCELÉN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04578,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “ENVIRONMENT KIDS”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170127,RUMIPAMBA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04568,"UNIDAD EDUCATIVA PARTICULAR “PCEI PADRE JUAN BOTASSO""",MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170127,RUMIPAMBA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04567,"CENTRO DE EDUCACIÓN INICIAL PARTICULAR “CIELO INFANTIL""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
05H00040,"ESCUELA DE EDUCACIÓN BÁSICA ""LIC. JORGE IGNACIO ZUÑIGA CARRILLO”",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,05D01,LATACUNGA,50102,IGNACIO FLORES (PARQUE FLORES) ,501,LATACUNGA,5,COTOPAXI,2023,PARROQUIA URBANA,50150.0
17H04582,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “GRAHAM BELL”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170132,TURUBAMBA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04572,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “ARTEMISIA MONTESSORI”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D06,ELOY ALFARO,170131,SOLANDA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04579,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “CAPULETOS Y MONTESCOS KIDS CLUB”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170126,QUITUMBE,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04559,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “LOS ZAMARRITOS”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170132,TURUBAMBA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04570,"CENTRO DE EDUCACIÓN INICIAL PARTICULAR ""SAN ALFONSO""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170132,TURUBAMBA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04577,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “PLAYFUL HOUSE”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170126,QUITUMBE,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
05H00139,ESCUELA DE EDUCACIÓN BÁSICA “CARLOS EGAS MANRIQUE”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,05D01,LATACUNGA,50152,BELISARIO QUEVEDO,501,LATACUNGA,5,COTOPAXI,2023,PARROQUIA RURAL,
17H04573,UNIDAD EDUCATIVA PARTICULAR “PCEI HIMALAYA”,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D06,ELOY ALFARO,170122,LA MENA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04571,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “SAN BARTOLOMÉ”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D06,ELOY ALFARO,170122,LA MENA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04581,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “BABY MOZART”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170111,GUAMANÍ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
05H00070,ESCUELA DE EDUCACIÓN BÁSICA “JOAQUÍN PÉREZ DE ANDA”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,05D01,LATACUNGA,50105,SAN BUENAVENTURA,501,LATACUNGA,5,COTOPAXI,2023,PARROQUIA URBANA,50150.0
05H00207,"ESCUELA DE EDUCACIÓN BÁSICA ""ECUADOR""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,05D01,LATACUNGA,50161,TANICUCHÍ,501,LATACUNGA,5,COTOPAXI,2023,PARROQUIA RURAL,
06H01934,CENTRO DE EDUCACIÓN INICIAL “ALBERT EINSTEIN JUNIOR”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D01,RIOBAMBA - CHAMBO,60161,SAN LUIS,601,RIOBAMBA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H01935,CENTRO DE EDUCACIÓN INICIAL “HÉROES PRESCHOOL”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D01,RIOBAMBA - CHAMBO,60103,VELASCO,601,RIOBAMBA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60150.0
01H02066,CENTRO DE EDUCACIÓN INICIAL MI MUNDO DE COLORES,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,6,01D01,CUENCA 1,10108,MACHÁNGARA,101,CUENCA,1,AZUAY,2023,PARROQUIA URBANA,10150.0
01H02070,CENTRO DE EDUCACIÓN INICIAL EL VALLE,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,6,01D02,CUENCA 2,10170,VALLE,101,CUENCA,1,AZUAY,2023,PARROQUIA RURAL,
01H02067,CENTRO DE EDUCACIÓN INICIAL JUKU,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,6,01D02,CUENCA 2,10114,YANUNCAY,101,CUENCA,1,AZUAY,2023,PARROQUIA URBANA,10150.0
01H02069,CENTRO DE EDUCACIÓN INICIAL MI PRIMER CRAYÓN,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,6,01D02,CUENCA 2,10103,EL BATÁN,101,CUENCA,1,AZUAY,2023,PARROQUIA URBANA,10150.0
01H02065,CENTRO DE EDUCACIÓN INICIAL BAMBÚ,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,6,01D02,CUENCA 2,10111,SAN SEBASTIÁN,101,CUENCA,1,AZUAY,2023,PARROQUIA URBANA,10150.0
01H02068,CENTRO DE EDUCACIÓN INICIAL ACUARELA,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,6,01D02,CUENCA 2,10111,SAN SEBASTIÁN,101,CUENCA,1,AZUAY,2023,PARROQUIA URBANA,10150.0
11H02035,CENTRO DE EDUCACIÓN INICIAL PARTICULAR MY LITTLE FRIENDS,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,7,11D01,LOJA,110101,EL SAGRARIO,1101,LOJA,11,LOJA,2023,PARROQUIA URBANA,110150.0
11H02039,UNIDAD EDUCATIVA PARTICULAR DOMINGO SAVIO,ESTABLECIMIENTO,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,7,11D01,LOJA,110105,CARIGÁN,1101,LOJA,11,LOJA,2023,PARROQUIA URBANA,110150.0
12H02624,CENTRO DE EDUCACIÓN INICIAL “APRENDE JUGANDO”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,12D01,BABAHOYO - BABA - MONTALVO,120350,MONTALVO,1203,MONTALVO,12,LOS RÍOS,2023,CABECERA CANTONAL,
03H00555,UNIDAD EDUCATIVA LUIS FELIPE BORJA,ESTABLECIMIENTO,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,09D16,EL TRIUNFO - GRAL ANTONIO ELIZALDE,90950,EL TRIUNFO,909,EL TRIUNFO,9,GUAYAS,2023,CABECERA CANTONAL,
08H01096,ESCUELA DE EDUCACIÓN BÁSICA ELOY ALFARO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,1,08D04,QUININDE,80455,LA UNIÓN,804,QUININDÉ,8,ESMERALDAS,2023,PARROQUIA RURAL,
09H03791,UNIDAD EDUCATIVA 29 DE SEPTIEMBRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,09D15,EMPALME,90850,VELASCO IBARRA,908,EL EMPALME,9,GUAYAS,2023,CABECERA CANTONAL,
09H04912,ESCUELA DE EDUCACION BASICA MANUEL DE ASCAZUBI,MATRIZ,ACTIVA,MUNICIPAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,5,09D20,SALITRE,91952,LA VICTORIA,919,SALITRE,9,GUAYAS,2023,PARROQUIA RURAL,
09H06774,ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE ISRAEL,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D24,DURAN,90750,ELOY ALFARO,907,DURÁN,9,GUAYAS,2023,CABECERA CANTONAL,90750.0
09H06788,CENTRO DE EDUCACIÓN INICIAL OLIVOS,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D23,SAMBORONDON,91602,LA PUNTILLA (SATÉLITE),916,SAMBORONDÓN,9,GUAYAS,2023,PARROQUIA URBANA,91650.0
09H06766,ESCUELA DE EDUCACIÓN BÁSICA ILINIZA SUR,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D01,XIMENA 1,90114,XIMENA,901,GUAYAQUIL,9,GUAYAS,2023,PARROQUIA URBANA,90150.0
09H06784,UNIDAD EDUCATIVA GUAYACANES,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D05,TARQUI,90112,TARQUI,901,GUAYAQUIL,9,GUAYAS,2023,PARROQUIA URBANA,90150.0
07H00389,UNIDAD EDUCATIVA MANUEL MINUCHE TORRES,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,7,07D02,MACHALA,70152,EL RETIRO,701,MACHALA,7,EL ORO,2023,PARROQUIA RURAL,
09H06785,UNIDAD EDUCATIVA ALAN TURING,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D05,TARQUI,90112,TARQUI,901,GUAYAQUIL,9,GUAYAS,2023,PARROQUIA URBANA,90150.0
09H00072,UNIDAD EDUCATIVA “SAN JOSÉ – LA SALLE”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D05,TARQUI,90112,TARQUI,901,GUAYAQUIL,9,GUAYAS,2023,PARROQUIA URBANA,90150.0
09H06781,ESCUELA DE EDUCACIÓN BÁSICA JOHN DEWEY,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D06,BELLAVISTA - MAPASINGUE,90112,TARQUI,901,GUAYAQUIL,9,GUAYAS,2023,PARROQUIA URBANA,90150.0
09H06778,ESCUELA DE EDUCACIÓN BÁSICA JOHN BOWLBY,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D09,CHONGON,90112,TARQUI,901,GUAYAQUIL,9,GUAYAS,2023,PARROQUIA URBANA,90150.0
07H01557,COLEGIO DE BACHILLERATO PCEI SIGMUND FREUD,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,COSTA,INTERCULTURAL,7,07D06,SANTA ROSA,71201,SANTA ROSA,712,SANTA ROSA,7,EL ORO,2023,PARROQUIA URBANA,71250.0
09H06790,UNIDAD EDUCATIVA PCEI WILLIAM JAMES,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,COSTA,INTERCULTURAL,8,09D08,MONTE SINAI,90115,PASCUALES,901,GUAYAQUIL,9,GUAYAS,2023,PARROQUIA URBANA,90150.0
17H02032,UNIDAD EDUCATIVA PARTICULAR “SCOTLAND SCHOOL”,ESTABLECIMIENTO,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D03,LA DELICIA,170180,SAN ANTONIO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
05H01056,UNIDAD EDUCATIVA “EL COSMOPOLITA JUAN MONTALVO”,ESTABLECIMIENTO,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,05D05,SIGCHOS,50750,SIGCHOS,507,SIGCHOS,5,COTOPAXI,2023,CABECERA CANTONAL,
17H04564,UNIDAD EDUCATIVA PARTICULAR “LOUIS VICTOR DE BROGLIE”,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,COSTA,INTERCULTURAL,9,17D07,QUITUMBE,170126,QUITUMBE,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04563,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “TULLI KIDS”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H04562,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “REGGIO EMILIA”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H04561,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “DE TIN MARIN’S”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170117,LA CONCEPCIÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04560,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “DIANA SPENCER”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170118,LA ECUATORIANA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04558,UNIDAD EDUCATIVA PARTICULAR “PCEI MARIE CURIE”,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170127,RUMIPAMBA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04556,UNIDAD EDUCATIVA PARTICULAR “PCEI FREDERIC SKINNER”,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D06,ELOY ALFARO,170121,LA MAGDALENA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04555,UNIDAD EDUCATIVA PARTICULAR “PCEI FREDERIC SKINNER”,MATRIZ,ACTIVA,PARTICULAR,,,ESCOLARIDAD,,ESPAÑOL,COSTA,INTERCULTURAL,9,17D06,ELOY ALFARO,170121,LA MAGDALENA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04554,UNIDAD EDUCATIVA PARTICULAR “ALHELÍ”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D06,ELOY ALFARO,170116,LA ARGELIA,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H04552,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “MI ÁRBOL FRONDOSO”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170115,KENNEDY,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
